變化類別,股票代號,股票名稱,股數_20260820,股數_20260821,股數變化,權重_20260820(%),權重_20260821(%),權重變化(%)
減少持股,2360,致茂,294000,1000,-293000,0.22,0.0,-0.22
減少持股,2368,金像電,2000000,1957000,-43000,0.71,0.67,-0.04
