變化類別,股票代號,股票名稱,股數_20260903,股數_20260904,股數變化,權重_20260903(%),權重_20260904(%),權重變化(%)
增加持股,6515,穎崴,54000,95000,41000,0.14,0.24,0.1
增加持股,3653,健策,2427000,2447000,20000,4.95,5.08,0.13
