變化類別,股票代號,股票名稱,股數_20260917,股數_20260918,股數變化,權重_20260917(%),權重_20260918(%),權重變化(%)
增加持股,2368,金像電,219000,1234000,1015000,0.08,0.45,0.37
增加持股,2449,京元電子,12818450,13138450,320000,1.26,1.36,0.1
增加持股,6805,富世達,1731000,1773000,42000,1.34,1.45,0.11
減少持股,6669,緯穎,6332561,5972561,-360000,5.02,4.55,-0.47
減少持股,8210,勤誠,1516000,1364000,-152000,0.5,0.44,-0.06
