變化類別,股票代號,股票名稱,股數_20260812,股數_20260813,股數變化,權重_20260812(%),權重_20260813(%),權重變化(%)
增加持股,3264,欣銓,3080000,5918000,2838000,0.22,0.44,0.22
增加持股,2345,智邦,6419000,6594000,175000,4.63,4.8,0.17
減少持股,6515,穎崴,23000,13000,-10000,0.05,0.03,-0.02
