變化類別,股票代號,股票名稱,股數_20260612,股數_20260615,股數變化,權重_20260612(%),權重_20260615(%),權重變化(%)
新增,6488,環球晶,,350000,350000,,0.11,0.11
增加持股,2303,聯電,75890000,77390000,1500000,3.57,3.73,0.16
增加持股,2454,聯發科,4649000,4861000,212000,6.86,7.4,0.54
增加持股,6147,頎邦,5775000,5875000,100000,0.46,0.47,0.01
移除,1319,東陽,278000,,,0.01,,
