變化類別,股票代號,股票名稱,股數_20260626,股數_20260629,股數變化,權重_20260626(%),權重_20260629(%),權重變化(%)
增加持股,6223,旺矽,2352000,2367000,15000,5.51,5.15,-0.36
減少持股,6510,精測,930000,830000,-100000,1.09,0.9,-0.19
