變化類別,股票代號,股票名稱,股數_20260717,股數_20260720,股數變化,權重_20260717(%),權重_20260720(%),權重變化(%)
增加持股,2449,京元電子,5193000,6197000,1004000,0.59,0.67,0.08
增加持股,3017,奇鋐,5191000,5295000,104000,4.51,4.51,0.0
增加持股,2308,台達電,5181000,5247000,66000,3.56,3.57,0.01
減少持股,5439,高技,3528000,3234000,-294000,0.36,0.32,-0.04
