變化類別,股票代號,股票名稱,股數_20260916,股數_20260917,股數變化,權重_20260916(%),權重_20260917(%),權重變化(%)
增加持股,3264,欣銓,5028000,6628000,1600000,0.42,0.6,0.18
減少持股,6669,緯穎,6490561,6332561,-158000,5.21,5.02,-0.19
