變化類別,股票代號,股票名稱,股數_20260408,股數_20260409,股數變化,權重_20260408(%),權重_20260409(%),權重變化(%)
增加持股,6147,頎邦,5601000,7692000,2091000,0.49,0.64,0.15
增加持股,3583,辛耘,226000,526000,300000,0.11,0.28,0.17
增加持股,2330,台積電,5428000,5518000,90000,9.33,9.28,-0.05
減少持股,1319,東陽,1504000,982000,-522000,0.11,0.07,-0.04
