變化類別,股票代號,股票名稱,股數_20260518,股數_20260519,股數變化,權重_20260518(%),權重_20260519(%),權重變化(%)
新增,3533,嘉澤,,260000,260000,,0.24,0.24
增加持股,2303,聯電,63190000,66190000,3000000,2.74,2.99,0.25
減少持股,3264,欣銓,9030000,7772000,-1258000,0.81,0.67,-0.14
減少持股,2357,華碩,1703000,1622000,-81000,0.42,0.42,0.0
減少持股,5274,信驊,483000,422000,-61000,3.05,2.69,-0.36
減少持股,3443,創意,107000,96000,-11000,0.2,0.17,-0.03
